BioSample_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	collection_date_s	env_biome_s	env_feature_s	env_material_s	isolate_s	lat_lon_s	Assay_Type_s	AssemblyName_s	BioProject_s	BioSampleModel_s	Center_Name_s	Consent_s	InsertSize_l	Platform_s	ReleaseDate_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	geo_loc_name_s	host_s	source_s
SAMN03271421	P01612	Jan 09, 2015	1327	814	SRR1750044	SRS803114	P01612	18-Jul-2014	city	subway	wood	P01612	40.83 N 73.92 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271422	P01613	Jan 09, 2015	240	146	SRR1750045	SRS803115	P01613	18-Jul-2014	city	subway	wood	P01613	40.81 N 73.91 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271423	PAB001	Jan 27, 2015	158	99	SRR1750046	SRS803116	PAB001	02-Jan-2014	city	subway	metal	PAB001	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271424	PAB002	Jan 27, 2015	198	123	SRR1750047	SRS803117	PAB002	02-Jan-2014	city	subway	metal	PAB002	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271425	PAB003	Jan 27, 2015	189	112	SRR1750048	SRS803120	PAB003	02-Jan-2014	city	subway	metal	PAB003	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271426	PAB004	Jan 27, 2015	192	122	SRR1750049	SRS803121	PAB004	02-Jan-2014	city	subway	metal	PAB004	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271427	PAB005	Jan 27, 2015	203	126	SRR1750050	SRS803122	PAB005	02-Jan-2014	city	subway	water	PAB005	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271428	PAB006	Jan 27, 2015	179	111	SRR1750051	SRS803123	PAB006	02-Jan-2014	city	subway	metal	PAB006	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271429	PAB007	Jan 27, 2015	258	157	SRR1750052	SRS803125	PAB007	02-Jan-2014	city	subway	missing	PAB007	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271430	PAB008	Jan 27, 2015	224	142	SRR1750053	SRS803124	PAB008	02-Jan-2014	city	subway	stone	PAB008	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271431	PAB009	Jan 27, 2015	208	129	SRR1750054	SRS803126	PAB009	02-Jan-2014	city	subway	metal	PAB009	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271432	PAB010	Jan 27, 2015	238	147	SRR1750055	SRS803128	PAB010	02-Jan-2014	city	subway	metal	PAB010	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271433	PAB11	Jan 27, 2015	392	227	SRR1750056	SRS803127	PAB11	14-Mar-2014	city	subway	water	PAB11	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271434	PAB12	Jan 27, 2015	397	227	SRR1750057	SRS803129	PAB12	14-Mar-2014	city	subway	water	PAB12	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271435	PAB13	Jan 27, 2015	384	225	SRR1750058	SRS803130	PAB13	14-Mar-2014	city	subway	concrete	PAB13	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271436	PAB14	Jan 27, 2015	461	270	SRR1750059	SRS803131	PAB14	14-Mar-2014	city	subway	concrete	PAB14	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271437	PAB15	Jan 27, 2015	286	162	SRR1750060	SRS803138	PAB15	14-Mar-2014	city	subway	metal/concrete	PAB15	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271438	PAB16	Jan 27, 2015	380	224	SRR1750061	SRS803159	PAB16	14-Mar-2014	city	subway	metal	PAB16	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271439	PAB17	Jan 27, 2015	372	219	SRR1750062	SRS803132	PAB17	14-Mar-2014	city	subway	concrete	PAB17	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271440	PAB18	Jan 27, 2015	356	210	SRR1750063	SRS803142	PAB18	14-Mar-2014	city	subway	concrete	PAB18	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271441	PAB19	Jan 27, 2015	345	210	SRR1750064	SRS803133	PAB19	14-Mar-2014	city	subway	metal	PAB19	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271442	PAB20	Jan 27, 2015	347	209	SRR1750065	SRS803134	PAB20	14-Mar-2014	city	subway	metal	PAB20	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271443	PAB21	Jan 27, 2015	354	212	SRR1750066	SRS803135	PAB21	14-Mar-2014	city	subway	metal	PAB21	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271444	PAB22	Jan 27, 2015	351	210	SRR1750067	SRS803136	PAB22	14-Mar-2014	city	subway	concrete	PAB22	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271445	PAB23	Jan 27, 2015	284	167	SRR1750068	SRS803137	PAB23	14-Mar-2014	city	subway	plastic	PAB23	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271446	PAB24	Jan 27, 2015	332	197	SRR1750069	SRS803139	PAB24	14-Mar-2014	city	subway	plastic	PAB24	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271447	PAB25	Jan 27, 2015	391	232	SRR1750070	SRS803140	PAB25	14-Mar-2014	city	subway	wood	PAB25	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271448	PAB26	Jan 27, 2015	326	193	SRR1750071	SRS803141	PAB26	14-Mar-2014	city	subway	metal	PAB26	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271449	PAB27	Jan 27, 2015	329	187	SRR1750072	SRS803143	PAB27	14-Mar-2014	city	subway	concrete	PAB27	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271450	PAB28	Jan 27, 2015	269	156	SRR1750073	SRS803144	PAB28	14-Mar-2014	city	subway	metal	PAB28	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271451	PAB29	Jan 27, 2015	374	219	SRR1750074	SRS803145	PAB29	14-Mar-2014	city	subway	concrete	PAB29	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271452	PAB30	Jan 27, 2015	328	195	SRR1750075	SRS803146	PAB30	14-Mar-2014	city	subway	concrete	PAB30	40.70 N 74.01 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271453	PATHOMAP_Mix	Jan 09, 2015	1502	528	SRR1750076	SRS803147	PC4R36ANXX	not applicable	not applicable	not applicable	pool of samples	PC4R36ANXX	not applicable	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271455	PFALL34	Jan 09, 2015	1258	845	SRR1750077	SRS803149	PFALL34	25-Oct-2013	city	subway	metal	PFALL34	40.73 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271456	PFALL36	Jan 09, 2015	1266	840	SRR1750078	SRS803148	PFALL36	25-Oct-2013	city	subway	metal	PFALL36	40.71 N 74.00 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271457	PFALL37	Jan 09, 2015	1255	842	SRR1750079	SRS803150	PFALL37	25-Oct-2013	city	subway	wood	PFALL37	40.71 N 74.00 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271458	PositiveControl_NARG1	Jan 14, 2015	2184	1445	SRR1750080	SRS803151	PNARG1	not applicable	not applicable	not applicable	culture	PNARG1	not applicable	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271460	PQiagenBeadWash928-1	Jan 09, 2015	1443	798	SRR1750082	SRS803152	PQiagenBeadWash928-1	26-Mar-2014	city	subway	metal	PQiagenBeadWash928-1	40.76 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271461	PQiagenBeadWash928-10	Jan 09, 2015	1354	738	SRR1750083	SRS803153	PQiagenBeadWash928-10	26-Mar-2014	city	subway	metal	PQiagenBeadWash928-10	40.76 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271462	PQiagenBeadWash928-11	Jan 09, 2015	1240	698	SRR1750084	SRS803154	PQiagenBeadWash928-11	26-Mar-2014	city	subway	metal	PQiagenBeadWash928-11	40.76 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271463	PQiagenBeadWash928-12	Jan 09, 2015	1466	807	SRR1750085	SRS803156	PQiagenBeadWash928-12	26-Mar-2014	city	subway	metal	PQiagenBeadWash928-12	40.76 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271464	PQiagenBeadWash928-2	Jan 09, 2015	1480	815	SRR1750086	SRS803155	PQiagenBeadWash928-2	26-Mar-2014	city	subway	metal	PQiagenBeadWash928-2	40.76 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271465	PQiagenBeadWash928-3	Jan 09, 2015	1362	768	SRR1750087	SRS803157	PQiagenBeadWash928-3	26-Mar-2014	city	subway	metal	PQiagenBeadWash928-3	40.76 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271466	PQiagenBeadWash928-5	Jan 09, 2015	1455	800	SRR1750088	SRS803166	PQiagenBeadWash928-5	26-Mar-2014	city	subway	metal	PQiagenBeadWash928-5	40.76 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271467	PQiagenBeadWash928-7	Jan 09, 2015	1430	787	SRR1750089	SRS803158	PQiagenBeadWash928-7	26-Mar-2014	city	subway	metal	PQiagenBeadWash928-7	40.76 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271468	PQiagenBeadWash928-8	Jan 09, 2015	1455	798	SRR1750090	SRS803161	PQiagenBeadWash928-8	26-Mar-2014	city	subway	metal	PQiagenBeadWash928-8	40.76 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271469	PQiagenBeadWash928-9	Jan 09, 2015	853	469	SRR1750091	SRS803160	PQiagenBeadWash928-9	26-Mar-2014	city	subway	metal	PQiagenBeadWash928-9	40.76 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271470	GCSS-00	Jan 09, 2015	636	356	SRR1750092	SRS803162	GCSS-00	not recorded	aquatic	fish gut	animal	GCSS-00	not applicable	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271471	GCSS-01	Jan 09, 2015	8433	5120	SRR1750093	SRS803163	GCSS-01	30-Jun-2014	aquatic	canal	water	GCSS-01	40.68 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271472	GCSS-02	Jan 09, 2015	1833	1105	SRR1750094	SRS803164	GCSS-02	30-Jun-2014	aquatic	canal	water	GCSS-02	40.68 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271458	PositiveControl_NARG2	Jan 14, 2015	3742	2536	SRR1750081	SRS803151	PNARG1	not applicable	not applicable	not applicable	culture	PNARG1	not applicable	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271473	GCSS-03	Jan 09, 2015	1880	1137	SRR1750095	SRS803165	GCSS-03	30-Jun-2014	aquatic	canal	water	GCSS-03	40.67 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271474	GCSS-04	Jan 09, 2015	1318	799	SRR1750096	SRS803167	GCSS-04	30-Jun-2014	aquatic	canal	water	GCSS-04	40.67 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271475	GCSS-05	Jan 09, 2015	1777	1083	SRR1750097	SRS803168	GCSS-05	30-Jun-2014	aquatic	canal	water	GCSS-05	40.67 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271476	GCSS-06	Jan 09, 2015	1264	780	SRR1750098	SRS803169	GCSS-06	30-Jun-2014	aquatic	canal	water	GCSS-06	40.67 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271477	GCSS-07	Jan 09, 2015	754	460	SRR1750099	SRS803170	GCSS-07	30-Jun-2014	aquatic	canal	water	GCSS-07	40.67 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271478	GCSS-08	Jan 09, 2015	1449	879	SRR1750100	SRS803171	GCSS-08	30-Jun-2014	aquatic	canal	water	GCSS-08	40.67 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271479	GCSS-09	Jan 09, 2015	1443	873	SRR1750101	SRS803172	GCSS-09	30-Jun-2014	aquatic	canal	water	GCSS-09	40.67 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271480	GCSS-10	Jan 09, 2015	1607	977	SRR1750102	SRS803173	GCSS-10	30-Jun-2014	aquatic	canal	water	GCSS-10	40.67 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03271481	GCSS-11	Jan 09, 2015	1084	657	SRR1750103	SRS803174	GCSS-11	30-Jun-2014	aquatic	canal	water	GCSS-11	40.67 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
